"Customer","CustomerId","CustomerNumber","PartyType","links"
"Kazuko Nagashima","300000048022645","3252","PERSON","[{'rel': 'self', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000048022645', 'name': 'shippingCustomersLOV', 'kind': 'item'}, {'rel': 'canonical', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000048022645', 'name': 'shippingCustomersLOV', 'kind': 'item'}]"
"China Legal Entity","300000047836140","2191","ORGANIZATION","[{'rel': 'self', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000047836140', 'name': 'shippingCustomersLOV', 'kind': 'item'}, {'rel': 'canonical', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000047836140', 'name': 'shippingCustomersLOV', 'kind': 'item'}]"
"China Legal Entity","300000047836146","2192","ORGANIZATION","[{'rel': 'self', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000047836146', 'name': 'shippingCustomersLOV', 'kind': 'item'}, {'rel': 'canonical', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000047836146', 'name': 'shippingCustomersLOV', 'kind': 'item'}]"
"Christophe Meunier","100000000398171","2018","PERSON","[{'rel': 'self', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/100000000398171', 'name': 'shippingCustomersLOV', 'kind': 'item'}, {'rel': 'canonical', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/100000000398171', 'name': 'shippingCustomersLOV', 'kind': 'item'}]"
"Hongwei Tang","300000048022657","3253","PERSON","[{'rel': 'self', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000048022657', 'name': 'shippingCustomersLOV', 'kind': 'item'}, {'rel': 'canonical', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000048022657', 'name': 'shippingCustomersLOV', 'kind': 'item'}]"
"Jennifer Saunders","300000048022669","3254","PERSON","[{'rel': 'self', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000048022669', 'name': 'shippingCustomersLOV', 'kind': 'item'}, {'rel': 'canonical', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000048022669', 'name': 'shippingCustomersLOV', 'kind': 'item'}]"
"Fung Lan Lee","300000048022679","3255","PERSON","[{'rel': 'self', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000048022679', 'name': 'shippingCustomersLOV', 'kind': 'item'}, {'rel': 'canonical', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000048022679', 'name': 'shippingCustomersLOV', 'kind': 'item'}]"
"Sita Gopinath","300000048022691","3256","PERSON","[{'rel': 'self', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000048022691', 'name': 'shippingCustomersLOV', 'kind': 'item'}, {'rel': 'canonical', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000048022691', 'name': 'shippingCustomersLOV', 'kind': 'item'}]"
"Chetna Jawle","300000048022701","3257","PERSON","[{'rel': 'self', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000048022701', 'name': 'shippingCustomersLOV', 'kind': 'item'}, {'rel': 'canonical', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000048022701', 'name': 'shippingCustomersLOV', 'kind': 'item'}]"
"Caroline O'Brien","300000048022715","3259","PERSON","[{'rel': 'self', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000048022715', 'name': 'shippingCustomersLOV', 'kind': 'item'}, {'rel': 'canonical', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000048022715', 'name': 'shippingCustomersLOV', 'kind': 'item'}]"
"Kristy Dean","300000048022711","3258","PERSON","[{'rel': 'self', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000048022711', 'name': 'shippingCustomersLOV', 'kind': 'item'}, {'rel': 'canonical', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000048022711', 'name': 'shippingCustomersLOV', 'kind': 'item'}]"
"Sawanni Singh","300000048022733","3260","PERSON","[{'rel': 'self', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000048022733', 'name': 'shippingCustomersLOV', 'kind': 'item'}, {'rel': 'canonical', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000048022733', 'name': 'shippingCustomersLOV', 'kind': 'item'}]"
"Chun Hon Ng","300000048022743","3261","PERSON","[{'rel': 'self', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000048022743', 'name': 'shippingCustomersLOV', 'kind': 'item'}, {'rel': 'canonical', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000048022743', 'name': 'shippingCustomersLOV', 'kind': 'item'}]"
"Nanyan Ma","300000048022755","3262","PERSON","[{'rel': 'self', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000048022755', 'name': 'shippingCustomersLOV', 'kind': 'item'}, {'rel': 'canonical', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000048022755', 'name': 'shippingCustomersLOV', 'kind': 'item'}]"
"Shinji Hayama","300000048022767","3263","PERSON","[{'rel': 'self', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000048022767', 'name': 'shippingCustomersLOV', 'kind': 'item'}, {'rel': 'canonical', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000048022767', 'name': 'shippingCustomersLOV', 'kind': 'item'}]"
"Lynda Hamer","300000048022779","3264","PERSON","[{'rel': 'self', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000048022779', 'name': 'shippingCustomersLOV', 'kind': 'item'}, {'rel': 'canonical', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000048022779', 'name': 'shippingCustomersLOV', 'kind': 'item'}]"
"Richard Dawson","300000048022791","3265","PERSON","[{'rel': 'self', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000048022791', 'name': 'shippingCustomersLOV', 'kind': 'item'}, {'rel': 'canonical', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000048022791', 'name': 'shippingCustomersLOV', 'kind': 'item'}]"
"CE_EMP_UNSPECIFIED_BRANCH","100000212238173","486105","ORGANIZATION","[{'rel': 'self', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/100000212238173', 'name': 'shippingCustomersLOV', 'kind': 'item'}, {'rel': 'canonical', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/100000212238173', 'name': 'shippingCustomersLOV', 'kind': 'item'}]"
"Neeti Patel","300000048022801","3266","PERSON","[{'rel': 'self', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000048022801', 'name': 'shippingCustomersLOV', 'kind': 'item'}, {'rel': 'canonical', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000048022801', 'name': 'shippingCustomersLOV', 'kind': 'item'}]"
"Wai Kit So","300000048022811","3267","PERSON","[{'rel': 'self', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000048022811', 'name': 'shippingCustomersLOV', 'kind': 'item'}, {'rel': 'canonical', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000048022811', 'name': 'shippingCustomersLOV', 'kind': 'item'}]"
"Dhanya Narayanan","300000048022823","3268","PERSON","[{'rel': 'self', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000048022823', 'name': 'shippingCustomersLOV', 'kind': 'item'}, {'rel': 'canonical', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000048022823', 'name': 'shippingCustomersLOV', 'kind': 'item'}]"
"Kwan Yew Lim","300000048022836","3269","PERSON","[{'rel': 'self', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000048022836', 'name': 'shippingCustomersLOV', 'kind': 'item'}, {'rel': 'canonical', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000048022836', 'name': 'shippingCustomersLOV', 'kind': 'item'}]"
"David Buckley","300000048022848","3270","PERSON","[{'rel': 'self', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000048022848', 'name': 'shippingCustomersLOV', 'kind': 'item'}, {'rel': 'canonical', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000048022848', 'name': 'shippingCustomersLOV', 'kind': 'item'}]"
"Raymond Allen","300000048022858","3271","PERSON","[{'rel': 'self', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000048022858', 'name': 'shippingCustomersLOV', 'kind': 'item'}, {'rel': 'canonical', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000048022858', 'name': 'shippingCustomersLOV', 'kind': 'item'}]"
"Binbin Tang","300000048022868","3272","PERSON","[{'rel': 'self', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000048022868', 'name': 'shippingCustomersLOV', 'kind': 'item'}, {'rel': 'canonical', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000048022868', 'name': 'shippingCustomersLOV', 'kind': 'item'}]"
"Lucas Jones","300000048022880","3273","PERSON","[{'rel': 'self', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000048022880', 'name': 'shippingCustomersLOV', 'kind': 'item'}, {'rel': 'canonical', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000048022880', 'name': 'shippingCustomersLOV', 'kind': 'item'}]"
"Prabhat Nath","300000048022890","3274","PERSON","[{'rel': 'self', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000048022890', 'name': 'shippingCustomersLOV', 'kind': 'item'}, {'rel': 'canonical', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000048022890', 'name': 'shippingCustomersLOV', 'kind': 'item'}]"
"James Hailey","300000048022900","3275","PERSON","[{'rel': 'self', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000048022900', 'name': 'shippingCustomersLOV', 'kind': 'item'}, {'rel': 'canonical', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000048022900', 'name': 'shippingCustomersLOV', 'kind': 'item'}]"
"Bee Hoon Chan","300000048022910","3276","PERSON","[{'rel': 'self', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000048022910', 'name': 'shippingCustomersLOV', 'kind': 'item'}, {'rel': 'canonical', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000048022910', 'name': 'shippingCustomersLOV', 'kind': 'item'}]"
"Yuki Kohara","300000048022922","3277","PERSON","[{'rel': 'self', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000048022922', 'name': 'shippingCustomersLOV', 'kind': 'item'}, {'rel': 'canonical', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000048022922', 'name': 'shippingCustomersLOV', 'kind': 'item'}]"
"Hau Fong Mak","300000048022934","3278","PERSON","[{'rel': 'self', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000048022934', 'name': 'shippingCustomersLOV', 'kind': 'item'}, {'rel': 'canonical', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000048022934', 'name': 'shippingCustomersLOV', 'kind': 'item'}]"
"Carol Ann Ryan","300000048022946","3279","PERSON","[{'rel': 'self', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000048022946', 'name': 'shippingCustomersLOV', 'kind': 'item'}, {'rel': 'canonical', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000048022946', 'name': 'shippingCustomersLOV', 'kind': 'item'}]"
"Manesh Kalil","300000048022956","3280","PERSON","[{'rel': 'self', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000048022956', 'name': 'shippingCustomersLOV', 'kind': 'item'}, {'rel': 'canonical', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000048022956', 'name': 'shippingCustomersLOV', 'kind': 'item'}]"
"Rajan Moorthy","300000048022966","3281","PERSON","[{'rel': 'self', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000048022966', 'name': 'shippingCustomersLOV', 'kind': 'item'}, {'rel': 'canonical', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000048022966', 'name': 'shippingCustomersLOV', 'kind': 'item'}]"
"Larry Swanson","300000129860032","489105","PERSON","[{'rel': 'self', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000129860032', 'name': 'shippingCustomersLOV', 'kind': 'item'}, {'rel': 'canonical', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000129860032', 'name': 'shippingCustomersLOV', 'kind': 'item'}]"
"Rajesh Grandhi","300000048100139","3296","PERSON","[{'rel': 'self', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000048100139', 'name': 'shippingCustomersLOV', 'kind': 'item'}, {'rel': 'canonical', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000048100139', 'name': 'shippingCustomersLOV', 'kind': 'item'}]"
"Ming Wang","300000048100149","3297","PERSON","[{'rel': 'self', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000048100149', 'name': 'shippingCustomersLOV', 'kind': 'item'}, {'rel': 'canonical', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000048100149', 'name': 'shippingCustomersLOV', 'kind': 'item'}]"
"Hiroyuki Chiku","300000048100161","3298","PERSON","[{'rel': 'self', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000048100161', 'name': 'shippingCustomersLOV', 'kind': 'item'}, {'rel': 'canonical', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000048100161', 'name': 'shippingCustomersLOV', 'kind': 'item'}]"
"Hui Su","300000048100173","3299","PERSON","[{'rel': 'self', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000048100173', 'name': 'shippingCustomersLOV', 'kind': 'item'}, {'rel': 'canonical', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000048100173', 'name': 'shippingCustomersLOV', 'kind': 'item'}]"
"Amrutha Kathuria","300000048100185","3300","PERSON","[{'rel': 'self', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000048100185', 'name': 'shippingCustomersLOV', 'kind': 'item'}, {'rel': 'canonical', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000048100185', 'name': 'shippingCustomersLOV', 'kind': 'item'}]"
"Janet Yang","300000048100195","3301","PERSON","[{'rel': 'self', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000048100195', 'name': 'shippingCustomersLOV', 'kind': 'item'}, {'rel': 'canonical', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000048100195', 'name': 'shippingCustomersLOV', 'kind': 'item'}]"
"Divya Singh","300000048110111","3302","PERSON","[{'rel': 'self', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000048110111', 'name': 'shippingCustomersLOV', 'kind': 'item'}, {'rel': 'canonical', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000048110111', 'name': 'shippingCustomersLOV', 'kind': 'item'}]"
"Kai Ling Chou","300000048110126","3304","PERSON","[{'rel': 'self', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000048110126', 'name': 'shippingCustomersLOV', 'kind': 'item'}, {'rel': 'canonical', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000048110126', 'name': 'shippingCustomersLOV', 'kind': 'item'}]"
